txn_date,provinceEn,inflection,inflection_total,density,density_male,density_female,tourist,tourist_thai,tourist_foreign,pm25,pm10,update_date
1/11/2021,Pathum Thani,35,40648,1189186,563353,625833,80926,80630,296,52,31,19/1/2022 7:23
1/11/2021,Prachuap Khiri Khan,146,16155,553198,274111,279087,450266,449376,890,,,19/1/2022 7:23
1/11/2021,Prachin Buri,96,22406,494804,244188,250616,86770,86638,132,57,34,19/1/2022 7:23
1/11/2021,Pattani,450,37539,729331,360142,369189,4532,4532,0,,,19/1/2022 7:23
1/11/2021,Phra Nakhon Si Ayutthaya,80,30651,820637,394133,426504,389058,388198,860,52,46,19/1/2022 7:23
1/11/2021,Phayao,10,2066,464807,226101,238706,52329,51787,542,40,16,19/1/2022 7:23
1/11/2021,Phang-nga,48,4729,268121,133884,134237,57579,43267,14312,,,19/1/2022 7:23
1/11/2021,Phatthalung,157,8951,522562,254456,268106,19880,19880,0,,,19/1/2022 7:23
1/11/2021,Phichit,15,4814,529730,258152,271578,28128,28128,0,,,19/1/2022 7:23
1/11/2021,Phitsanulok,42,6045,847456,414644,432812,147550,147235,315,,,19/1/2022 7:23
1/11/2021,Phuket,64,15581,418939,198000,220939,158721,117533,41188,52,21,19/1/2022 7:23
1/11/2021,Maha Sarakham,14,10870,948760,465243,483517,22566,22530,36,,,19/1/2022 7:23
1/11/2021,Mukdahan,13,2278,351477,175634,175843,91851,91830,21,,,19/1/2022 7:23
1/11/2021,Yala,290,41440,542249,269916,272333,8303,8303,0,38,27,19/1/2022 7:23
1/11/2021,Yasothon,2,5821,533387,266000,267387,11956,11956,0,,,19/1/2022 7:23
1/11/2021,Ranong,13,9604,194713,98257,96456,10718,10686,32,,,19/1/2022 7:23
1/11/2021,Rayong,240,42191,750813,368748,382065,449414,446915,2499,63,29,19/1/2022 7:23
1/11/2021,Ratchaburi,195,36988,868383,421933,446450,156792,156354,438,,,19/1/2022 7:23
1/11/2021,Roi Et,36,13584,1296246,642036,654210,29035,28998,37,,,19/1/2022 7:23
1/11/2021,Lop Buri,56,16633,739079,368209,370870,164681,164569,112,,,19/1/2022 7:23
1/11/2021,Lampang,12,2671,725197,353220,371977,91037,90339,698,57, ,19/1/2022 7:23
1/11/2021,Lamphun,13,2734,401266,192787,208479,66278,65498,780,,,19/1/2022 7:23
1/11/2021,Si Sa Ket,14,16497,1457748,725758,731990,51233,51233,0,,,19/1/2022 7:23
1/11/2021,Sakon Nakhon,9,7660,1146663,569782,576881,101215,101215,0,,,19/1/2022 7:23
1/11/2021,Songkhla,476,49359,1431562,697309,734253,24450,24434,16,48,32,19/1/2022 7:23
1/11/2021,Satun,95,4979,324802,161606,163196,53346,53307,39,29,28,19/1/2022 7:23
1/11/2021,Samut Prakarn,255,125777,1356374,645942,710432,65953,52911,13042,,,19/1/2022 7:23
1/11/2021,Samut Songkhram,12,11470,191049,91232,99817,103736,103736,0,54,22,19/1/2022 7:23
1/11/2021,Samut Sakhon,139,110277,586485,282611,303874,27110,27075,35,60,43,19/1/2022 7:23
1/11/2021,Saraburi,99,30945,643429,315725,327704,213646,213508,138,105,87,19/1/2022 7:23
1/11/2021,Sa kaeo,30,16797,561712,280407,281305,80293,79161,1132,43,19,19/1/2022 7:23
1/11/2021,Sing Buri,9,2945,204758,97261,107497,22448,22402,46,,,19/1/2022 7:23
1/11/2021,Suphan Buri,35,14614,835777,403176,432601,279513,279513,0,,,19/1/2022 7:23
1/11/2021,Surat Thani,194,19116,1072430,527357,545073,31940,27595,4345,40,20,19/1/2022 7:23
1/11/2021,Surin,357,17399,1376669,684750,691919,36906,36878,28,,,19/1/2022 7:23
1/11/2021,Sukhothai,6,5994,585572,283544,302028,59322,58638,684,,,19/1/2022 7:23
1/11/2021,Nong Khai,49,3797,516910,256357,260553,88413,88064,349,26,10,19/1/2022 7:23
1/11/2021,Nong Bua Lam Phu,2,4206,509096,253820,255276,9330,9305,25,,,19/1/2022 7:23
1/11/2021,Amnat Charoen,0,2926,376417,187215,189202,12411,12411,0,,,19/1/2022 7:23
1/11/2021,Udon Thani,143,22751,1566796,775703,791093,112923,112463,460,,,19/1/2022 7:23
1/11/2021,Uttaradit,4,4258,446358,217547,228811,51788,51679,109,,,19/1/2022 7:23
1/11/2021,Uthai Thani,1,3556,325208,158967,166241,33303,33303,0,,,19/1/2022 7:23
1/11/2021,Ubon Ratchathani,44,19864,1868052,932286,935766,119633,119591,42,31,19,19/1/2022 7:23
1/11/2021,Ang Thong,17,11213,275021,131590,143431,28564,28564,0,,,19/1/2022 7:23
1/11/2021,Chiang Rai,27,4498,1298579,631054,667525,266159,265473,686,32,12,19/1/2022 7:23
1/11/2021,Chiang Mai,378,21080,1788986,864222,924764,779417,775914,3503,47,20,19/1/2022 7:23
1/11/2021,Phetchaburi,73,22187,482577,232780,249797,479666,479543,123,,,19/1/2022 7:23
1/11/2021,Phetchabun,27,10946,978573,482421,496152,134305,133818,487,,,19/1/2022 7:23
1/11/2021,Loei,28,3683,638978,320126,318852,126076,125834,242,22,15,19/1/2022 7:23
1/11/2021,Phrae,7,1804,434895,209621,225274,51804,51653,151,43,21,19/1/2022 7:23
1/11/2021,Mae Hong Son,27,1499,285927,144863,141064,73223,71986,1237,38,8,19/1/2022 7:23
1/11/2021,,0,173,,,,,,,,,19/1/2022 7:23
2/11/2021,Krabi,89,7843,479290,238118,241172,49198,48852,346,,,19/1/2022 7:23
2/11/2021,Bangkok,823,429993,5530283,2593687,2936596,1294781,1215564,79217,69,35,19/1/2022 7:23
2/11/2021,Kanchanaburi,142,21701,893747,448009,445738,812418,812043,375,29,15,19/1/2022 7:23
2/11/2021,Kalasin,27,9108,975840,482246,493594,39828,39803,25,,,19/1/2022 7:23
2/11/2021,Kamphaeng Phet,4,7761,712340,351623,360717,40873,40710,163,,,19/1/2022 7:23
2/11/2021,Khon Kaen,320,21438,1791302,880185,911117,195487,195350,137,59,43,19/1/2022 7:23
2/11/2021,Chanthaburi,137,19299,536572,262310,274262,127398,127173,225,,,19/1/2022 7:23
2/11/2021,Chachoengsao,64,35241,724145,354876,369269,337607,337607,0,69,50,19/1/2022 7:23
2/11/2021,Chon Buri,264,104515,1583412,772344,811068,929255,920898,8357,40,37,19/1/2022 7:23
2/11/2021,Chai Nat,9,2477,320710,154147,166563,44850,44850,0,,,19/1/2022 7:23
2/11/2021,Chaiyaphum,18,11560,1122715,554712,568003,48905,48826,79,,,19/1/2022 7:23
2/11/2021,Chumphon,73,12923,509632,251576,258056,33159,33146,13,,,19/1/2022 7:23
2/11/2021,Trang,298,11811,639941,312807,327134,25842,25842,0,,,19/1/2022 7:23
2/11/2021,Trat,37,7554,228339,112907,115432,106763,104219,2544,,,19/1/2022 7:23
2/11/2021,Tak,90,22312,676105,341755,334350,65113,65113,0,,,19/1/2022 7:23
2/11/2021,Nakhon Nayok,17,10943,260391,128848,131543,170824,170788,36,,,19/1/2022 7:23
2/11/2021,Nakhon Pathom,53,34850,921946,442578,479368,116491,116387,104,69,25,19/1/2022 7:23
2/11/2021,Nakhon Phanom,0,4881,717181,357273,359908,60530,60511,19,,,19/1/2022 7:23
2/11/2021,Nakhon Ratchasima,86,29787,2634154,1293776,1340378,473887,472075,1812,59,29,19/1/2022 7:23
2/11/2021,Nakhon Si Thammarat,416,31206,1549258,764251,785007,22828,22804,24,,,19/1/2022 7:23
2/11/2021,Nakhon Sawan,100,15147,1035583,505021,530562,75335,75110,225,45,30,19/1/2022 7:23
2/11/2021,Nonthaburi,96,65854,1287480,598638,688842,91335,90985,350,49,24,19/1/2022 7:23
2/11/2021,Narathiwat,211,37487,809341,400380,408961,3051,3051,0,41,15,19/1/2022 7:23
2/11/2021,Nan,3,2441,475894,237970,237924,103582,102713,869,,,19/1/2022 7:23
2/11/2021,Bueng Kan,4,2010,422056,211601,210455,13820,13531,289,,,19/1/2022 7:23
2/11/2021,Buri Ram,25,16784,1580074,783823,796251,77399,76979,420,,,19/1/2022 7:23
2/11/2021,Pathum Thani,31,40679,1189186,563353,625833,80926,80630,296,51,29,19/1/2022 7:23
2/11/2021,Prachuap Khiri Khan,181,16336,553198,274111,279087,450266,449376,890,,,19/1/2022 7:23
2/11/2021,Prachin Buri,82,22488,494804,244188,250616,86770,86638,132,55,33,19/1/2022 7:23
2/11/2021,Pattani,632,38171,729331,360142,369189,4532,4532,0,,,19/1/2022 7:23
2/11/2021,Phra Nakhon Si Ayutthaya,50,30701,820637,394133,426504,389058,388198,860,55,41,19/1/2022 7:23
2/11/2021,Phayao,12,2078,464807,226101,238706,52329,51787,542,33,15,19/1/2022 7:23
2/11/2021,Phang-nga,40,4769,268121,133884,134237,57579,43267,14312,,,19/1/2022 7:23
2/11/2021,Phatthalung,200,9151,522562,254456,268106,19880,19880,0,,,19/1/2022 7:23
2/11/2021,Phichit,28,4842,529730,258152,271578,28128,28128,0,,,19/1/2022 7:23
2/11/2021,Phitsanulok,50,6095,847456,414644,432812,147550,147235,315,,,19/1/2022 7:23
2/11/2021,Phuket,55,15636,418939,198000,220939,158721,117533,41188,41,25,19/1/2022 7:23
2/11/2021,Maha Sarakham,7,10877,948760,465243,483517,22566,22530,36,,,19/1/2022 7:23
2/11/2021,Mukdahan,13,2291,351477,175634,175843,91851,91830,21,,,19/1/2022 7:23
2/11/2021,Yala,185,41625,542249,269916,272333,8303,8303,0,46,27,19/1/2022 7:23
2/11/2021,Yasothon,1,5822,533387,266000,267387,11956,11956,0,,,19/1/2022 7:23
2/11/2021,Ranong,26,9630,194713,98257,96456,10718,10686,32,,,19/1/2022 7:23
2/11/2021,Rayong,147,42338,750813,368748,382065,449414,446915,2499,61,32,19/1/2022 7:23
2/11/2021,Ratchaburi,150,37138,868383,421933,446450,156792,156354,438,,,19/1/2022 7:23
2/11/2021,Roi Et,44,13628,1296246,642036,654210,29035,28998,37,,,19/1/2022 7:23
2/11/2021,Lop Buri,35,16668,739079,368209,370870,164681,164569,112,,,19/1/2022 7:23
2/11/2021,Lampang,8,2679,725197,353220,371977,91037,90339,698,53, ,19/1/2022 7:23
2/11/2021,Lamphun,5,2739,401266,192787,208479,66278,65498,780,,,19/1/2022 7:23
2/11/2021,Si Sa Ket,38,16535,1457748,725758,731990,51233,51233,0,,,19/1/2022 7:23
2/11/2021,Sakon Nakhon,5,7665,1146663,569782,576881,101215,101215,0,,,19/1/2022 7:23
2/11/2021,Songkhla,402,49761,1431562,697309,734253,24450,24434,16,68,26,19/1/2022 7:23
2/11/2021,Satun,138,5117,324802,161606,163196,53346,53307,39,33,27,19/1/2022 7:23
2/11/2021,Samut Prakarn,189,125966,1356374,645942,710432,65953,52911,13042,,,19/1/2022 7:23
2/11/2021,Samut Songkhram,10,11480,191049,91232,99817,103736,103736,0,47,22,19/1/2022 7:23
2/11/2021,Samut Sakhon,31,110308,586485,282611,303874,27110,27075,35,74,37,19/1/2022 7:23
2/11/2021,Saraburi,90,31035,643429,315725,327704,213646,213508,138,97,99,19/1/2022 7:23
2/11/2021,Sa kaeo,68,16865,561712,280407,281305,80293,79161,1132,40,23,19/1/2022 7:23
2/11/2021,Sing Buri,6,2951,204758,97261,107497,22448,22402,46,,,19/1/2022 7:23
2/11/2021,Suphan Buri,28,14642,835777,403176,432601,279513,279513,0,,,19/1/2022 7:23
2/11/2021,Surat Thani,158,19274,1072430,527357,545073,31940,27595,4345,33,21,19/1/2022 7:23
2/11/2021,Surin,272,17671,1376669,684750,691919,36906,36878,28,,,19/1/2022 7:23
2/11/2021,Sukhothai,8,6002,585572,283544,302028,59322,58638,684,,,19/1/2022 7:23
2/11/2021,Nong Khai,32,3829,516910,256357,260553,88413,88064,349,26,12,19/1/2022 7:23
2/11/2021,Nong Bua Lam Phu,4,4210,509096,253820,255276,9330,9305,25,,,19/1/2022 7:23
2/11/2021,Amnat Charoen,0,2926,376417,187215,189202,12411,12411,0,,,19/1/2022 7:23
2/11/2021,Udon Thani,105,22856,1566796,775703,791093,112923,112463,460,,,19/1/2022 7:23
2/11/2021,Uttaradit,8,4266,446358,217547,228811,51788,51679,109,,,19/1/2022 7:23
2/11/2021,Uthai Thani,5,3561,325208,158967,166241,33303,33303,0,,,19/1/2022 7:23
2/11/2021,Ubon Ratchathani,31,19895,1868052,932286,935766,119633,119591,42,40,20,19/1/2022 7:23
2/11/2021,Ang Thong,8,11221,275021,131590,143431,28564,28564,0,,,19/1/2022 7:23
2/11/2021,Chiang Rai,12,4510,1298579,631054,667525,266159,265473,686,26,13,19/1/2022 7:23
2/11/2021,Chiang Mai,271,21351,1788986,864222,924764,779417,775914,3503,47,24,19/1/2022 7:23
2/11/2021,Phetchaburi,85,22272,482577,232780,249797,479666,479543,123,,,19/1/2022 7:23
2/11/2021,Phetchabun,11,10957,978573,482421,496152,134305,133818,487,,,19/1/2022 7:23
2/11/2021,Loei,64,3747,638978,320126,318852,126076,125834,242,30,17,19/1/2022 7:23
2/11/2021,Phrae,6,1810,434895,209621,225274,51804,51653,151,48,19,19/1/2022 7:23
2/11/2021,Mae Hong Son,101,1600,285927,144863,141064,73223,71986,1237,32,5,19/1/2022 7:23
2/11/2021,,0,173,,,,,,,,,19/1/2022 7:23
3/11/2021,Krabi,96,7939,479290,238118,241172,49198,48852,346,,,19/1/2022 7:23
3/11/2021,Bangkok,807,430800,5530283,2593687,2936596,1294781,1215564,79217,66,39,19/1/2022 7:23
3/11/2021,Kanchanaburi,64,21765,893747,448009,445738,812418,812043,375,25,17,19/1/2022 7:23
3/11/2021,Kalasin,24,9132,975840,482246,493594,39828,39803,25,,,19/1/2022 7:23
3/11/2021,Kamphaeng Phet,13,7774,712340,351623,360717,40873,40710,163,,,19/1/2022 7:23
3/11/2021,Khon Kaen,299,21737,1791302,880185,911117,195487,195350,137,69,41,19/1/2022 7:23
3/11/2021,Chanthaburi,168,19467,536572,262310,274262,127398,127173,225,,,19/1/2022 7:23
3/11/2021,Chachoengsao,141,35382,724145,354876,369269,337607,337607,0,75,41,19/1/2022 7:23
3/11/2021,Chon Buri,324,104839,1583412,772344,811068,929255,920898,8357,58,34,19/1/2022 7:23
3/11/2021,Chai Nat,30,2507,320710,154147,166563,44850,44850,0,,,19/1/2022 7:23
3/11/2021,Chaiyaphum,13,11573,1122715,554712,568003,48905,48826,79,,,19/1/2022 7:23
3/11/2021,Chumphon,68,12991,509632,251576,258056,33159,33146,13,,,19/1/2022 7:23
3/11/2021,Trang,249,12060,639941,312807,327134,25842,25842,0,,,19/1/2022 7:23
3/11/2021,Trat,52,7606,228339,112907,115432,106763,104219,2544,,,19/1/2022 7:23
3/11/2021,Tak,121,22433,676105,341755,334350,65113,65113,0,,,19/1/2022 7:23
3/11/2021,Nakhon Nayok,40,10983,260391,128848,131543,170824,170788,36,,,19/1/2022 7:23
3/11/2021,Nakhon Pathom,38,34888,921946,442578,479368,116491,116387,104,52,39,19/1/2022 7:23
3/11/2021,Nakhon Phanom,1,4882,717181,357273,359908,60530,60511,19,,,19/1/2022 7:23
3/11/2021,Nakhon Ratchasima,83,29870,2634154,1293776,1340378,473887,472075,1812,57,42,19/1/2022 7:23
3/11/2021,Nakhon Si Thammarat,196,31402,1549258,764251,785007,22828,22804,24,,,19/1/2022 7:23
3/11/2021,Nakhon Sawan,88,15235,1035583,505021,530562,75335,75110,225,56,32,19/1/2022 7:23
3/11/2021,Nonthaburi,85,65939,1287480,598638,688842,91335,90985,350,47,25,19/1/2022 7:23
3/11/2021,Narathiwat,207,37694,809341,400380,408961,3051,3051,0,34,19,19/1/2022 7:23
3/11/2021,Nan,2,2443,475894,237970,237924,103582,102713,869,,,19/1/2022 7:23
3/11/2021,Bueng Kan,8,2018,422056,211601,210455,13820,13531,289,,,19/1/2022 7:23
3/11/2021,Buri Ram,30,16814,1580074,783823,796251,77399,76979,420,,,19/1/2022 7:23
3/11/2021,Pathum Thani,62,40741,1189186,563353,625833,80926,80630,296,49,36,19/1/2022 7:23
3/11/2021,Prachuap Khiri Khan,113,16449,553198,274111,279087,450266,449376,890,,,19/1/2022 7:23
3/11/2021,Prachin Buri,178,22666,494804,244188,250616,86770,86638,132,51,37,19/1/2022 7:23
3/11/2021,Pattani,484,38655,729331,360142,369189,4532,4532,0,,,19/1/2022 7:23
3/11/2021,Phra Nakhon Si Ayutthaya,47,30748,820637,394133,426504,389058,388198,860,45,52,19/1/2022 7:23
3/11/2021,Phayao,21,2099,464807,226101,238706,52329,51787,542,37,17,19/1/2022 7:23
3/11/2021,Phang-nga,74,4843,268121,133884,134237,57579,43267,14312,,,19/1/2022 7:23
3/11/2021,Phatthalung,63,9214,522562,254456,268106,19880,19880,0,,,19/1/2022 7:23
3/11/2021,Phichit,12,4854,529730,258152,271578,28128,28128,0,,,19/1/2022 7:23
3/11/2021,Phitsanulok,55,6150,847456,414644,432812,147550,147235,315,,,19/1/2022 7:23
3/11/2021,Phuket,58,15694,418939,198000,220939,158721,117533,41188,38,25,19/1/2022 7:23
3/11/2021,Maha Sarakham,14,10891,948760,465243,483517,22566,22530,36,,,19/1/2022 7:23
3/11/2021,Mukdahan,19,2310,351477,175634,175843,91851,91830,21,,,19/1/2022 7:23
3/11/2021,Yala,326,41951,542249,269916,272333,8303,8303,0,46,27,19/1/2022 7:23
3/11/2021,Yasothon,6,5828,533387,266000,267387,11956,11956,0,,,19/1/2022 7:23
3/11/2021,Ranong,16,9646,194713,98257,96456,10718,10686,32,,,19/1/2022 7:23
3/11/2021,Rayong,105,42443,750813,368748,382065,449414,446915,2499,67,30,19/1/2022 7:23
3/11/2021,Ratchaburi,130,37268,868383,421933,446450,156792,156354,438,,,19/1/2022 7:23
3/11/2021,Roi Et,21,13649,1296246,642036,654210,29035,28998,37,,,19/1/2022 7:23
3/11/2021,Lop Buri,32,16700,739079,368209,370870,164681,164569,112,,,19/1/2022 7:23
3/11/2021,Lampang,15,2694,725197,353220,371977,91037,90339,698,55, ,19/1/2022 7:23
3/11/2021,Lamphun,33,2772,401266,192787,208479,66278,65498,780,,,19/1/2022 7:23
3/11/2021,Si Sa Ket,48,16583,1457748,725758,731990,51233,51233,0,,,19/1/2022 7:23
3/11/2021,Sakon Nakhon,9,7674,1146663,569782,576881,101215,101215,0,,,19/1/2022 7:23
3/11/2021,Songkhla,454,50215,1431562,697309,734253,24450,24434,16,48,22,19/1/2022 7:23
3/11/2021,Satun,135,5252,324802,161606,163196,53346,53307,39,27,23,19/1/2022 7:23
3/11/2021,Samut Prakarn,242,126208,1356374,645942,710432,65953,52911,13042,,,19/1/2022 7:23
3/11/2021,Samut Songkhram,27,11507,191049,91232,99817,103736,103736,0,49,34,19/1/2022 7:23
3/11/2021,Samut Sakhon,68,110376,586485,282611,303874,27110,27075,35,63,58,19/1/2022 7:23
3/11/2021,Saraburi,93,31128,643429,315725,327704,213646,213508,138,108,98,19/1/2022 7:23
3/11/2021,Sa kaeo,103,16968,561712,280407,281305,80293,79161,1132,40,25,19/1/2022 7:23
3/11/2021,Sing Buri,6,2957,204758,97261,107497,22448,22402,46,,,19/1/2022 7:23
3/11/2021,Suphan Buri,117,14759,835777,403176,432601,279513,279513,0,,,19/1/2022 7:23
3/11/2021,Surat Thani,183,19457,1072430,527357,545073,31940,27595,4345,44,24,19/1/2022 7:23
3/11/2021,Surin,269,17940,1376669,684750,691919,36906,36878,28,,,19/1/2022 7:23
3/11/2021,Sukhothai,9,6011,585572,283544,302028,59322,58638,684,,,19/1/2022 7:23
3/11/2021,Nong Khai,39,3868,516910,256357,260553,88413,88064,349,29,9,19/1/2022 7:23
3/11/2021,Nong Bua Lam Phu,12,4222,509096,253820,255276,9330,9305,25,,,19/1/2022 7:23
3/11/2021,Amnat Charoen,7,2933,376417,187215,189202,12411,12411,0,,,19/1/2022 7:23
3/11/2021,Udon Thani,88,22944,1566796,775703,791093,112923,112463,460,,,19/1/2022 7:23
3/11/2021,Uttaradit,13,4279,446358,217547,228811,51788,51679,109,,,19/1/2022 7:23
3/11/2021,Uthai Thani,6,3567,325208,158967,166241,33303,33303,0,,,19/1/2022 7:23
3/11/2021,Ubon Ratchathani,34,19929,1868052,932286,935766,119633,119591,42,39,26,19/1/2022 7:23
3/11/2021,Ang Thong,3,11224,275021,131590,143431,28564,28564,0,,,19/1/2022 7:23
3/11/2021,Chiang Rai,45,4555,1298579,631054,667525,266159,265473,686,29,13,19/1/2022 7:23
3/11/2021,Chiang Mai,322,21673,1788986,864222,924764,779417,775914,3503,55,30,19/1/2022 7:23
3/11/2021,Phetchaburi,77,22349,482577,232780,249797,479666,479543,123,,,19/1/2022 7:23
3/11/2021,Phetchabun,26,10983,978573,482421,496152,134305,133818,487,,,19/1/2022 7:23
3/11/2021,Loei,61,3808,638978,320126,318852,126076,125834,242,36,19,19/1/2022 7:23
3/11/2021,Phrae,8,1818,434895,209621,225274,51804,51653,151,47,22,19/1/2022 7:23
3/11/2021,Mae Hong Son,44,1644,285927,144863,141064,73223,71986,1237,23,6,19/1/2022 7:23
3/11/2021,,0,173,,,,,,,,,19/1/2022 7:23
4/11/2021,Krabi,92,8031,479290,238118,241172,49198,48852,346,,,19/1/2022 7:23
4/11/2021,Bangkok,872,431672,5530283,2593687,2936596,1294781,1215564,79217,67,34,19/1/2022 7:23
4/11/2021,Kanchanaburi,88,21853,893747,448009,445738,812418,812043,375,28,21,19/1/2022 7:23
4/11/2021,Kalasin,32,9164,975840,482246,493594,39828,39803,25,,,19/1/2022 7:23
4/11/2021,Kamphaeng Phet,6,7780,712340,351623,360717,40873,40710,163,,,19/1/2022 7:23
4/11/2021,Khon Kaen,248,21985,1791302,880185,911117,195487,195350,137,68,48,19/1/2022 7:23
4/11/2021,Chanthaburi,176,19643,536572,262310,274262,127398,127173,225,,,19/1/2022 7:23
4/11/2021,Chachoengsao,90,35472,724145,354876,369269,337607,337607,0,57,44,19/1/2022 7:23
4/11/2021,Chon Buri,280,105119,1583412,772344,811068,929255,920898,8357,57,44,19/1/2022 7:23
4/11/2021,Chai Nat,21,2528,320710,154147,166563,44850,44850,0,,,19/1/2022 7:23
4/11/2021,Chaiyaphum,21,11594,1122715,554712,568003,48905,48826,79,,,19/1/2022 7:23
4/11/2021,Chumphon,59,13050,509632,251576,258056,33159,33146,13,,,19/1/2022 7:23
4/11/2021,Trang,190,12250,639941,312807,327134,25842,25842,0,,,19/1/2022 7:23
4/11/2021,Trat,73,7679,228339,112907,115432,106763,104219,2544,,,19/1/2022 7:23
4/11/2021,Tak,129,22562,676105,341755,334350,65113,65113,0,,,19/1/2022 7:23
4/11/2021,Nakhon Nayok,20,11003,260391,128848,131543,170824,170788,36,,,19/1/2022 7:23
4/11/2021,Nakhon Pathom,46,34934,921946,442578,479368,116491,116387,104,81,40,19/1/2022 7:23
4/11/2021,Nakhon Phanom,2,4884,717181,357273,359908,60530,60511,19,,,19/1/2022 7:23
4/11/2021,Nakhon Ratchasima,63,29933,2634154,1293776,1340378,473887,472075,1812,71,41,19/1/2022 7:23
4/11/2021,Nakhon Si Thammarat,467,31869,1549258,764251,785007,22828,22804,24,,,19/1/2022 7:23
4/11/2021,Nakhon Sawan,93,15328,1035583,505021,530562,75335,75110,225,64,32,19/1/2022 7:23
4/11/2021,Nonthaburi,81,66020,1287480,598638,688842,91335,90985,350,53,56,19/1/2022 7:23
4/11/2021,Narathiwat,206,37900,809341,400380,408961,3051,3051,0,41,18,19/1/2022 7:23
4/11/2021,Nan,5,2448,475894,237970,237924,103582,102713,869,,,19/1/2022 7:23
4/11/2021,Bueng Kan,4,2022,422056,211601,210455,13820,13531,289,,,19/1/2022 7:23
4/11/2021,Buri Ram,19,16833,1580074,783823,796251,77399,76979,420,,,19/1/2022 7:23
4/11/2021,Pathum Thani,119,40860,1189186,563353,625833,80926,80630,296,64,38,19/1/2022 7:23
4/11/2021,Prachuap Khiri Khan,120,16569,553198,274111,279087,450266,449376,890,,,19/1/2022 7:23
4/11/2021,Prachin Buri,108,22774,494804,244188,250616,86770,86638,132,60,37,19/1/2022 7:23
4/11/2021,Pattani,451,39106,729331,360142,369189,4532,4532,0,,,19/1/2022 7:23
4/11/2021,Phra Nakhon Si Ayutthaya,81,30829,820637,394133,426504,389058,388198,860,68,52,19/1/2022 7:23
4/11/2021,Phayao,7,2106,464807,226101,238706,52329,51787,542,42,21,19/1/2022 7:23
4/11/2021,Phang-nga,87,4930,268121,133884,134237,57579,43267,14312,,,19/1/2022 7:23
4/11/2021,Phatthalung,143,9357,522562,254456,268106,19880,19880,0,,,19/1/2022 7:23
4/11/2021,Phichit,19,4873,529730,258152,271578,28128,28128,0,,,19/1/2022 7:23
4/11/2021,Phitsanulok,80,6230,847456,414644,432812,147550,147235,315,,,19/1/2022 7:23
4/11/2021,Phuket,53,15747,418939,198000,220939,158721,117533,41188,47,21,19/1/2022 7:23
4/11/2021,Maha Sarakham,10,10901,948760,465243,483517,22566,22530,36,,,19/1/2022 7:23
4/11/2021,Mukdahan,6,2316,351477,175634,175843,91851,91830,21,,,19/1/2022 7:23
4/11/2021,Yala,336,42287,542249,269916,272333,8303,8303,0,46,25,19/1/2022 7:23
4/11/2021,Yasothon,3,5831,533387,266000,267387,11956,11956,0,,,19/1/2022 7:23
4/11/2021,Ranong,7,9653,194713,98257,96456,10718,10686,32,,,19/1/2022 7:23
4/11/2021,Rayong,248,42691,750813,368748,382065,449414,446915,2499,67,29,19/1/2022 7:23
4/11/2021,Ratchaburi,160,37428,868383,421933,446450,156792,156354,438,,,19/1/2022 7:23
4/11/2021,Roi Et,23,13672,1296246,642036,654210,29035,28998,37,,,19/1/2022 7:23
4/11/2021,Lop Buri,42,16742,739079,368209,370870,164681,164569,112,,,19/1/2022 7:23
4/11/2021,Lampang,13,2707,725197,353220,371977,91037,90339,698,57, ,19/1/2022 7:23
4/11/2021,Lamphun,20,2792,401266,192787,208479,66278,65498,780,,,19/1/2022 7:23
4/11/2021,Si Sa Ket,44,16627,1457748,725758,731990,51233,51233,0,,,19/1/2022 7:23
4/11/2021,Sakon Nakhon,8,7682,1146663,569782,576881,101215,101215,0,,,19/1/2022 7:23
4/11/2021,Songkhla,507,50722,1431562,697309,734253,24450,24434,16,47,18,19/1/2022 7:23
4/11/2021,Satun,99,5351,324802,161606,163196,53346,53307,39,28,23,19/1/2022 7:23
4/11/2021,Samut Prakarn,222,126430,1356374,645942,710432,65953,52911,13042,,,19/1/2022 7:23
4/11/2021,Samut Songkhram,23,11530,191049,91232,99817,103736,103736,0,71,34,19/1/2022 7:23
4/11/2021,Samut Sakhon,60,110436,586485,282611,303874,27110,27075,35,91,55,19/1/2022 7:23
4/11/2021,Saraburi,94,31222,643429,315725,327704,213646,213508,138,109,94,19/1/2022 7:23
4/11/2021,Sa kaeo,112,17080,561712,280407,281305,80293,79161,1132,47,27,19/1/2022 7:23
4/11/2021,Sing Buri,11,2968,204758,97261,107497,22448,22402,46,,,19/1/2022 7:23
4/11/2021,Suphan Buri,101,14860,835777,403176,432601,279513,279513,0,,,19/1/2022 7:23
4/11/2021,Surat Thani,194,19651,1072430,527357,545073,31940,27595,4345,43,21,19/1/2022 7:23
4/11/2021,Surin,27,17967,1376669,684750,691919,36906,36878,28,,,19/1/2022 7:23
4/11/2021,Sukhothai,14,6025,585572,283544,302028,59322,58638,684,,,19/1/2022 7:23
4/11/2021,Nong Khai,44,3912,516910,256357,260553,88413,88064,349,23,7,19/1/2022 7:23
4/11/2021,Nong Bua Lam Phu,10,4232,509096,253820,255276,9330,9305,25,,,19/1/2022 7:23
4/11/2021,Amnat Charoen,2,2935,376417,187215,189202,12411,12411,0,,,19/1/2022 7:23
4/11/2021,Udon Thani,96,23040,1566796,775703,791093,112923,112463,460,,,19/1/2022 7:23
4/11/2021,Uttaradit,4,4283,446358,217547,228811,51788,51679,109,,,19/1/2022 7:23
